Website,Found API Info,RSS Feeds
http://www.niaid.nih.gov,"Subpage found: http://www.niaid.nih.gov/developers, Subpage found: http://www.niaid.nih.gov/api, Subpage found: http://www.niaid.nih.gov/documentation",
https://www.ninds.nih.gov/,,https://www.linkedin.com/company/national-institute-of-neurological-disorders-and-stroke-ninds/posts/?feedView=all
https://www.nist.gov/,,"/form/nist-gov-feedback?destination=/national-institute-standards-and-technology,  https://www.nist.gov/news-events/nist-rss-feeds"
https://www.invasivespeciesinfo.gov/,Link to https://www.ars.usda.gov/docs/quality-of-information/,"https://www.invasivespeciesinfo.gov/whats-new/rss, /sciencedaily-news-feed-invasive-species"
https://www.energy.gov/nnsa/national-nuclear-security-administration,,https://www.linkedin.com/company/national-nuclear-security-administration/posts/?feedView=articles
https://oceanservice.noaa.gov/,"Subpage found: https://oceanservice.noaa.gov/api, Subpage found: https://oceanservice.noaa.gov/developers, Subpage found: https://oceanservice.noaa.gov/documentation",/contact.html#feedback
https://www.nps.gov/index.htm,Link to /subjects/aapiheritage/index.htm,
https://npin.cdc.gov/,,https://tools.cdc.gov/podcasts/rss.asp
http://www.nsf.gov/,"Link to /funding/postdocs, Subpage found: http://www.nsf.gov/developers",https://nsf.gov/rss
http://www.nsa.gov/,,/DesktopModules/ArticleCS/RSS.ashx?ContentType=1&Site=1282&max=20
https://www.ntsb.gov/Pages/default.aspx,"Subpage found: https://www.ntsb.gov/Pages/default.aspx/documentation, Subpage found: https://www.ntsb.gov/Pages/default.aspx/api, Subpage found: https://www.ntsb.gov/Pages/default.aspx/developers",
http://www.nws.noaa.gov/,,/rss_page.php?site_name=nws
https://onrr.gov/,"Subpage found: https://onrr.gov/api, Subpage found: https://onrr.gov/developers",
https://www.navy.mil/,,https://www.navy.mil/Resources/RSS-Feeds/
http://www.oshrc.gov/index.html,"Link to /assets/1/18/Burlington_Capital_PM_Group^20-0528^Commission_Remand_Order_12-31-2020final.pdf?11421, Subpage found: http://www.oshrc.gov/index.html/documentation, Link to /assets/1/18/17-1120_Earth_Developers_Inc.pdf?7382, Subpage found: http://www.oshrc.gov/index.html/api, developers, Subpage found: http://www.oshrc.gov/index.html/developers",
https://www.boem.gov/,,/webteam/rss/boem-rss.xml
https://www.usagm.gov/networks/ocb/,,https://www.radiotelevisionmarti.com/rssfeeds
https://www2.ed.gov/about/offices/list/oela/index.html?src=oc,"Subpage found: https://www2.ed.gov/about/offices/list/oela/index.html?src=oc/api, Subpage found: https://www2.ed.gov/about/offices/list/oela/index.html?src=oc/documentation, Subpage found: https://www2.ed.gov/about/offices/list/oela/index.html?src=oc/developers",
https://www.oge.gov/,"Link to /web/oge.nsf/accessdocs_summary-reports, Link to /web/oge.nsf/accessdocs_FOIA-guide, Link to /web/oge.nsf/accessdocs_FOIA-contacts, Link to /web/oge.nsf/section_landing_ethics-docs, Link to /web/oge.nsf/accessdocs_FOIA-landing, Link to /web/oge.nsf/accessdocs_compliance, Link to /web/oge.nsf/accessdocs_disclosure-faq, Link to /web/oge.nsf/accessdocs_FOIA-procedure#, Subpage found: https://www.oge.gov/api",/web/oge.nsf/OGE%20News%20feed
https://www.investor.gov/,Link to https://www.sec.gov/education/capitalraising,
https://www.hud.gov/program_offices/housing/mfh,Link to https://www.hud.gov/program_offices/housing/mfh/recapitalization,
https://onrr.gov/,"Subpage found: https://onrr.gov/api, Subpage found: https://onrr.gov/developers",
https://www.opm.gov/,"Link to /policy-data-oversight/human-capital-management/, Link to /policy-data-oversight/human-capital-framework/, Link to /services-for-agencies/human-capital-industry-solutions/, Link to /policy-data-oversight/chief-human-capital-officers-council/, Link to /policy-data-oversight/fy-2023-human-capital-reviews/, Subpage found: https://www.opm.gov/developers",
http://www2.ed.gov/about/offices/list/ope/index.html,Link to /search?search_api_fulltext=,
http://www.osti.gov/,Link to /persistent-identifier-services-developer-tools,
https://www.consumerfinance.gov/consumer-tools/educator-tools/servicemembers/,Link to https://www.youtube.com/embed/OyLKd0Dnb6E?enablejsapi=1&origin=https://www.consumerfinance.gov,
http://www.osmre.gov/,Link to https://odocs.osmre.gov/,
https://trade.gov/otexa,Link to /selectusa-find-economic-developers,
http://www.occ.gov/,"Link to /topics/supervision-and-examination/capital/index-capital.html, Link to /topics/supervision-and-examination/capital-markets/index-capital-markets.html",/rss/index-rss.html
https://www.archives.gov/federal-register,"Link to /founding-docs, Link to /founding-docs/",
https://www.justice.gov/pardon,Link to https://www.whitehouse.gov/presidential-actions/2025/01/granting-pardons-and-commutation-of-sentences-for-certain-offenses-relating-to-the-events-at-or-near-the-united-states-capitol-on-january-6-2021/,
https://www.nist.gov/pml/weights-and-measures,," https://www.nist.gov/news-events/nist-rss-feeds, /form/nist-gov-feedback?destination=/pml/owm"
https://www.justice.gov/pardon,Link to https://www.whitehouse.gov/presidential-actions/2025/01/granting-pardons-and-commutation-of-sentences-for-certain-offenses-relating-to-the-events-at-or-near-the-united-states-capitol-on-january-6-2021/,
https://www.parentcenterhub.org/,Link to https://docs.google.com/document/d/1TfvHeE58oc32bRtO3fm4RkcW5mZYveIy/edit,"mailto:?subject=Facebook&body=https%3A%2F%2Fwww.facebook.com%2F34938844586%2Fposts%2F1044777954346700%20-%20%0A%0A%09%0A%09%09%23MilestoneMonday....%20Play%20is%20serious%20work%21%20How%20your%20child%20plays%20can%20offer%20important%20clues%20about%20their%20development.Encourage%20your%2018-month-old%E2%80%99s%20imagination%20by%20handing%20them%20a%20spoon%20and%20taking%20turns%20%E2%80%9Cfeeding%E2%80%9D%20their%20stuffed%20animals.%20Simple%20pretend%20play%20like%20this%20builds%20important%20skills%21Need%20more%20milestone-based%20activity%20ideas%3F%20Download%20the%20FREE%20CDC%20Milestones%20Tracker%20App%20to%20stay%20on%20top%20of%20your%20child%E2%80%99s%20growth%3A%20www.cdc.gov%2FMilestones%23ActEarly%20%23MilestonesMatter%20%23BeInformed%20%23ChildDevelopment%20%23Resources%09%09%09%0A%09, https://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Fwww.facebook.com%2F34938844586%2Fposts%2F1044777954346700&title=%09%09%09%23MilestoneMonday....%20Play%20is%20serious%20work%21%20How%20your%20child%20plays%20can%20offer%20important%20clues%20about%20their%20development.Encourage%20your%2018-month-old%E2%80%99s%20imagination%20by%20handing%20them%20a%20spoon%20and%20taking%20turns%20%E2%80%9Cfeeding%E2%80%9D%20their%20stuffed%20animals.%20Simple%20pretend%20play%20like%20this%20builds%20important%20skills%21Need%20more%20milestone-based%20activity%20ideas%3F%20Download%20the%20FREE%20CDC%20Milestones%20Tracker%20App%20to%20stay%20on%20top%20of%20your%20child%E2%80%99s%20growth%3A%20www.cdc.gov%2FMilestones%23ActEarly%20%23MilestonesMatter%20%23BeInformed%20%23ChildDevelopment%20%23Resources%09%09%09%09"
https://www.uspto.gov/,,/learning-and-resources/xml-resources
https://www.usps.com/,"Subpage found: https://www.usps.com/developers, developers, Link to https://www.usps.com/business/web-tools-apis/",
http://www2.ed.gov/about/offices/list/ope/index.html,Link to /search?search_api_fulltext=,
http://www.ed.gov/programs/psp/commission.html?exp=0,"Subpage found: http://www.ed.gov/programs/psp/commission.html?exp=0/api, Subpage found: http://www.ed.gov/programs/psp/commission.html?exp=0/developers, Subpage found: http://www.ed.gov/programs/psp/commission.html?exp=0/documentation",
http://www.presidio.gov,"Subpage found: http://www.presidio.gov/api, Subpage found: http://www.presidio.gov/developers, Subpage found: http://www.presidio.gov/documentation",https://presidio.gov/visit/contact-feedback/
https://www.psa.gov/,,/?q=contact/feedback
https://npin.cdc.gov/,,https://tools.cdc.gov/podcasts/rss.asp
https://www.usagm.gov/networks/ocb/,,https://www.radiotelevisionmarti.com/rssfeeds
http://www.rferl.org/,,/rssfeeds
https://www.alhurra.com/,Link to /decision-capital,/rssfeeds
https://rrb.gov/,,/contact/rrb_website_feedback
http://www.rma.usda.gov/,,https://www.usda.gov/about-usda/policies-and-links/digital/rss-feeds
https://www.bsee.gov/,,/research/research-support-section-rss
http://www.osti.gov/,Link to /persistent-identifier-services-developer-tools,
https://www.sec.gov/,Link to https://www.sec.gov/developer,
https://www.senate.gov/,"Subpage found: https://www.senate.gov/developers, Link to https://www.visitthecapitol.gov/, Subpage found: https://www.senate.gov/api, Link to http://www.visitthecapitol.gov/, Link to /about/historic-buildings-spaces/capitol.htm, Subpage found: https://www.senate.gov/documentation",
https://www.ussc.gov/,,/about/rss-frequently-asked-questions
https://www.consumerfinance.gov/consumer-tools/educator-tools/servicemembers/,Link to https://www.youtube.com/embed/OyLKd0Dnb6E?enablejsapi=1&origin=https://www.consumerfinance.gov,
http://www.sba.gov/,"Link to /funding-programs/investment-capital/sbic-directory, Link to /funding-programs/investment-capital",
http://www.ssa.gov/,"authentication, Subpage found: http://www.ssa.gov/developers",
http://www.stennis.gov/,Link to https://stennis.gov/student-programs/scholars-day-on-capitol-hill/,
https://www.samhsa.gov/,"Link to /substance-use/learn/tobacco-vaping/synar/faqs, Link to /substance-use/learn/tobacco-vaping, Link to /substance-use/learn/tobacco-vaping/synar/synars-success, Link to /substance-use/learn/tobacco-vaping/synar/annual-reports, Link to /substance-use/learn/tobacco-vaping/synar, Link to /substance-use/learn/tobacco-vaping/synar/requirements","/technical-assistance/brss-tacs/peer-support-workers, /technical-assistance/brss-tacs, /technical-assistance/brss-tacs/video-trainings, /technical-assistance/brss-tacs/youth, /technical-assistance/brss-tacs/decision-making, /technical-assistance/brss-tacs/parents-families, /technical-assistance/brss-tacs/peer-support-workers/core-competencies, /technical-assistance/brss-tacs/peer-support-workers/core-competencies-faq, /technical-assistance/brss-tacs/share-your-story, /about/laws-regulations-policies/website/rss-feed"
http://www.supremecourtus.gov/,"Subpage found: http://www.supremecourtus.gov/api, Subpage found: http://www.supremecourtus.gov/developers, Subpage found: http://www.supremecourtus.gov/documentation",
http://www.osmre.gov/,Link to https://odocs.osmre.gov/,
http://www.ustda.gov/,Link to https://www.ustda.gov/ustda-developer-application-programming-interfaces-apis/,
http://www.ustr.gov/,"Link to /about-us/policy-offices/press-office/press-releases/2024/august/united-states-announces-successful-resolution-rapid-response-labor-mechanism-matter-volkswagen-de, Link to /about-us/office-human-capital-and-services/careers/student-internship-program",
https://home.treasury.gov/,"Link to /data/treasury-international-capital-tic-system, Link to /data/treasury-international-capital-tic-system-home-page/release-dates-of-tic-data-0, Link to https://search.usa.gov/search/docs?utf8=%E2%9C%93&affiliate=treas&sort_by=&dc=9121&query=media-advisories, Link to https://search.usa.gov/search/docs?utf8=%E2%9C%93&affiliate=treas&sort_by=&dc=9123&query=weekly-schedule-updates, Link to /data/treasury-international-capital-tic-system-home-page/tic-forms-instructions",https://www.treasury.gov/pages/tgovproblemsfeedbackform.aspx
https://www.abilityone.gov/,,documents/UPDATED DRAFT Commission Policy 51.405 for Public Feedback 7Jan2025 1612-a.docx
https://www.africom.mil/,"Subpage found: https://www.africom.mil/api, Subpage found: https://www.africom.mil/developers, Subpage found: https://www.africom.mil/documentation",/command-feedback
http://www.usaid.gov/,"Subpage found: http://www.usaid.gov/documentation, Subpage found: http://www.usaid.gov/api, Subpage found: http://www.usaid.gov/developers",
https://www.af.mil/,,"https://www.af.mil/DesktopModules/ArticleCS/RSS.ashx?ContentType=1&Site=1&Category=22363%2c24081%2c24397%2c22751%2c23106%2c24385%2c22077%2c22518%2c20214&isdashboardselected=0&max=20, /RSS, https://www.af.mil/DesktopModules/ArticleCS/RSS.ashx?ContentType=1&Site=1&Category=23105%2c16032&isdashboardselected=0&max=20, https://www.af.mil/DesktopModules/ArticleCS/RSS.ashx?ContentType=1&Site=1&Category=14852&isdashboardselected=0&max=20"
https://www.army.mil/,Link to https://api.army.mil/e2/c/images/2025/02/13/8c46b75d/original.jpg,
http://www.usace.army.mil/,,"https://www.usace.army.mil/DesktopModules/ArticleCS/RSS.ashx?ContentType=9&Site=420&Category=20166&isdashboardselected=0&max=20, https://www.usace.army.mil/Contact/RSS/"
https://www.uscp.gov/,"Link to http://www.uscp.gov/visiting-capitol-hill/regulations-prohibitions, Link to https://www.facebook.com/uscapitolpolice, Link to /visiting-capitol-hill/official-business/official-business-building-access-hours, Link to /visiting-capitol-hill/regulations-prohibitions, Link to mailto:USCapitolPolice@uscp.gov?subject=Web%20Mail&body=From%20USCP.gov, Link to /visiting-capitol-hill, Link to https://twitter.com/CapitolPolice, Link to https://www.visitthecapitol.gov/visit/book-a-tour, Link to /visiting-capitol-hill/visitor-information/getting-capitol-hill, Link to /visiting-capitol-hill/security-screening-visitors-disabilities-medical-conditions-medical-devices, Link to /visiting-capitol-hill/regulations-prohibitions/prohibited-items, Link to /news/public-information-reporting-capitol-hill, Link to http://www.uscp.gov/visiting-capitol-hill/regulations-prohibitions/prohibited-items, Link to /visiting-capitol-hill/official-business/law-enforcement-personnel, Link to /visiting-capitol-hill/activities-requiring-permits, Link to http://www.uscp.gov/visiting-capitol-hill",
http://www.visitthecapitol.gov,"Link to https://shop.visitthecapitol.gov/, Link to /discover-capitol-symbols, Link to /capitol-conversations, Link to /live-virtual-capitol-tour, Link to /education-resource/discover-capitol-architecture, Link to https://shop.visitthecapitol.gov, Link to https://www.instagram.com/visitthecapitol, Link to https://www.facebook.com/USCapitol, Link to /explore/the-capitol, Link to https://www.youtube.com/user/visitthecapitol, Link to https://twitter.com/visitthecapitol",
https://www.census.gov/,"Subpage found: https://www.census.gov/api, developers, Subpage found: https://www.census.gov/developers, Link to https://www.census.gov/developers/",
https://www.csb.gov/,,"/videos/video-feedback-form/, /media-room/rss-feeds/"
https://www.uscg.mil/,Link to https://www.uscg.mil/Mariners/National-Pollution-Funds-Center/NRD/NRD_DOCS/,
https://www.cftc.gov/,,http://www.cftc.gov/RSS/index.htm
https://www.cbp.gov/,Link to /trade/basic-import-export/export-docs/motor-vehicle,
https://www.usda.gov/,"Subpage found: https://www.usda.gov/developers, Subpage found: https://www.usda.gov/api","mailto:feedback@oc.usda.gov, /rss-feeds"
https://www.commerce.gov/,"Link to /data-and-reports/developer-resources, Link to /data-and-reports/developer-resources/commercegov-api, Subpage found: https://www.commerce.gov/api, Link to /data-and-reports/developer-resources/bureau-apis, Link to /data-and-reports/developer-resources/data-tutorials","https://www.commerce.gov/rss.xml, /about/contact-us/site-feedback, /rss"
https://www.energy.gov/,"Subpage found: https://www.energy.gov/developers, Subpage found: https://www.energy.gov/api",
https://www.justice.gov/,Subpage found: https://www.justice.gov/developers,
https://www.dol.gov/,Subpage found: https://www.dol.gov/developers,
https://home.treasury.gov/,"Link to /data/treasury-international-capital-tic-system, Link to /data/treasury-international-capital-tic-system-home-page/release-dates-of-tic-data-0, Link to https://search.usa.gov/search/docs?utf8=%E2%9C%93&affiliate=treas&sort_by=&dc=9121&query=media-advisories, Link to https://search.usa.gov/search/docs?utf8=%E2%9C%93&affiliate=treas&sort_by=&dc=9123&query=weekly-schedule-updates, Link to /data/treasury-international-capital-tic-system-home-page/tic-forms-instructions",https://www.treasury.gov/pages/tgovproblemsfeedbackform.aspx
http://www.eac.gov/,,/rss.xml
https://www.eucom.mil,"Subpage found: https://www.eucom.mil/developers, Subpage found: https://www.eucom.mil/api, Subpage found: https://www.eucom.mil/documentation",/command-feedback
https://www.usgs.gov/,"Link to /products/web-tools/apis, Link to /human-capital",
http://www.house.gov/,"Link to https://www.visitthecapitol.gov/, Link to http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=117885, Link to https://docs.house.gov/floor/",
https://www.ice.gov/,,/RSS
https://www.marines.mil/,,/rss
http://www.usdoj.gov/marshals/,,/rss.xml
https://www.navy.mil/,,https://www.navy.mil/Resources/RSS-Feeds/
https://www.uspto.gov/,,/learning-and-resources/xml-resources
https://www.usps.com/,"Subpage found: https://www.usps.com/developers, developers, Link to https://www.usps.com/business/web-tools-apis/",
https://www.senate.gov/,"Subpage found: https://www.senate.gov/developers, Link to https://www.visitthecapitol.gov/, Subpage found: https://www.senate.gov/api, Link to http://www.visitthecapitol.gov/, Link to /about/historic-buildings-spaces/capitol.htm, Subpage found: https://www.senate.gov/documentation",
https://www.ussc.gov/,,/about/rss-frequently-asked-questions
http://www.ustda.gov/,Link to https://www.ustda.gov/ustda-developer-application-programming-interfaces-apis/,
http://www.ustr.gov/,"Link to /about-us/policy-offices/press-office/press-releases/2024/august/united-states-announces-successful-resolution-rapid-response-labor-mechanism-matter-volkswagen-de, Link to /about-us/office-human-capital-and-services/careers/student-internship-program",
http://www.udall.gov/,"Subpage found: http://www.udall.gov/api, Subpage found: http://www.udall.gov/developers, Subpage found: http://www.udall.gov/documentation",
https://www.defense.gov/About/Combatant-Commands/,"Subpage found: https://www.defense.gov/About/Combatant-Commands/developers, Subpage found: https://www.defense.gov/About/Combatant-Commands/documentation, Subpage found: https://www.defense.gov/About/Combatant-Commands/api",
https://www.usuhs.edu/,"Link to https://medschool.usuhs.edu/academics/national-capital-consortium, Link to http://news.usuhs.edu/2025/01/usu-professor-is-shaping-future-of.html",
https://www.usich.gov/,,/news-events/news/feed
http://www.benefits.va.gov/,"Subpage found: http://www.benefits.va.gov/developers, Subpage found: http://www.benefits.va.gov/api, Subpage found: http://www.benefits.va.gov/documentation",
http://www.va.gov/health,"Link to https://www.va.gov/health/docs/vha-annual-report-2024.pdf, Link to /health/docs/vha-annual-report-2024.pdf, Link to https://www.va.gov/op3/docs/StrategicPlanning/VA2014-2020strategicPlan.pdf, Link to https://www.publichealth.va.gov/docs/flu_selfassess_flowchart.pdf",https://news.va.gov/category/inside-veterans-health/feed/
https://www.insidevoa.com,"Link to https://docs.voanews.eu/en-us-inside/2024/10/16/e3e36f21-e5b1-42f6-a21a-8304c86a547d.pdf, Link to https://docs.voanews.eu/en-US-INSIDE/2023/07/11/01000000-0a00-0242-22ff-08db8241a6ca.pdf, Link to https://docs.voanews.eu/en-US-INSIDE/2024/04/01/01000000-0aff-0242-e3cf-08dc5265779f.pdf, Link to https://docs.voanews.eu/en-us-inside/2025/01/08/d1f60030-6061-4f2f-bf64-b11db5000d34.pdf, Link to https://docs.voanews.eu/en-us-inside/2024/10/11/5e5e2926-ae45-4547-a71e-943b0234cd04.pdf, Link to https://docs.google.com/forms/d/e/1FAIpQLSceBUoJvZdZJhGvFpjbYxSj5uR0mrEhcVD4e1r86JgDg5XyIQ/viewform?vc=0&c=0&w=1, Link to https://docs.voanews.eu/en-US-INSIDE/2024/02/28/01000000-0aff-0242-829f-08dc38798254.pdf, Link to https://docs.voanews.eu/en-US-INSIDE/2024/02/28/01000000-c0a8-0242-b62d-08dc38855964.pdf, Link to https://docs.voanews.eu/en-US-INSIDE/2024/02/29/01000000-c0a8-0242-1f98-08dc396b3478.pdf, Link to https://docs.voanews.eu/en-US-INSIDE/2024/02/28/01000000-c0a8-0242-1fd9-08dc38855655.pdf, Link to https://docs.voanews.eu/en-US-INSIDE/2024/02/28/01000000-0aff-0242-2f00-08dc3885609d.pdf",
http://www.nws.noaa.gov/,,/rss_page.php?site_name=nws
https://www.fcc.gov/wireless-telecommunications,"Subpage found: https://www.fcc.gov/wireless-telecommunications/api, Subpage found: https://www.fcc.gov/wireless-telecommunications/developers, Link to /edocs, Subpage found: https://www.fcc.gov/wireless-telecommunications/documentation, Link to /reports-research/developers, developers",/news-events/rss-feeds-and-email-updates-fcc
